"forecast_date","target","target_end_date","location","location_name","type","quantile","value"
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.95,1565
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.975,1716
2021-05-03,"2 wk ahead inc case",2021-05-15,"PL73","Kujawsko-Pomorskie Province","quantile",0.99,1915
2021-05-03,"3 wk ahead inc case",2021-05-22,"PL73","Kujawsko-Pomorskie Province","quantile",0.01,106
2021-05-03,"3 wk ahead inc case",2021-05-22,"PL73","Kujawsko-Pomorskie Province","quantile",0.025,134
2021-05-03,"3 wk ahead inc case",2021-05-22,"PL73","Kujawsko-Pomorskie Province","quantile",0.05,173
2021-05-03,"3 wk ahead inc case",2021-05-22,"PL73","Kujawsko-Pomorskie Province","quantile",0.1,226
2021-05-03,"3 wk ahead inc case",2021-05-22,"PL73","Kujawsko-Pomorskie Province","quantile",0.15,265
2021-05-03,"3 wk ahead inc case",2021-05-22,"PL73","Kujawsko-Pomorskie Province","quantile",0.2,300
2021-05-03,"3 wk ahead inc case",2021-05-22,"PL73","Kujawsko-Pomorskie Province","quantile",0.25,336
2021-05-03,"3 wk ahead inc case",2021-05-22,"PL73","Kujawsko-Pomorskie Province","quantile",0.3,370
2021-05-03,"3 wk ahead inc case",2021-05-22,"PL73","Kujawsko-Pomorskie Province","quantile",0.35,404
2021-05-03,"3 wk ahead inc case",2021-05-22,"PL73","Kujawsko-Pomorskie Province","quantile",0.4,438
2021-05-03,"3 wk ahead inc case",2021-05-22,"PL73","Kujawsko-Pomorskie Province","quantile",0.45,477
